client,cmt,level,like,nn,prov,reply,score,time
4,2个平方的厕所吹得暖暖的,105,0,x***1,贵州,0,5,2017-01-05 08:53:37
2,东西非常实用。,62,0,1***6,江苏,0,5,2017-01-14 21:50:41
2,这个暖风机确实不错  噪音不大 取暖速度快 又买了一台,105,0,x***8,北京,0,5,2017-01-13 11:31:52
0,好,61,0,加***W,河北,0,5,2017-01-14 00:12:11
2,天气冷了，买给妈妈的。发热很快，好用！,105,0,j***c,广东,0,5,2017-01-12 13:31:58
4,宝贝不错，买来宝宝洗澡用的，寒冬里开着暖暖的！,62,0,蔡***哥,广东,0,5,2016-11-21 17:15:50
4,美观不错，还没有用，期待使用效果好,62,0,j***y,广东,0,5,2017-01-08 21:19:02
4,连续买了两台,62,0,h***6,江苏,0,5,2017-01-06 20:06:40
4,好用。速度快,61,0,j***x,河南,0,5,2016-10-28 23:35:37
4,给宝宝买的，性价比高的很。,62,0,j***1,,0,5,2017-01-08 13:12:02
4,太实用了，在单位，给孩子洗澡再也不怕冷了！制暖效果很快！,62,0,j***7,陕西,0,5,2016-10-24 08:25:16
2,挺好的 很快暖和,61,0,j***i,吉林,0,5,2017-01-13 10:01:06
4,好用很快就暖了，美的就是好下次再来买，物流快！,56,0,j***g,,0,5,2016-11-29 10:12:22
4,好用，质量不错，好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,62,0,f***0,北京,0,5,2017-01-11 21:26:21
2,冬天放卫生间加热，洗澡用，希望可以长期稳定工作。,62,0,良***心,江苏,0,5,2017-01-14 22:23:24
4,一如既往的好品质，父母非常喜欢。冬天洗澡不怕冷，建议为一户老人都配一个！,105,0,A***0,,0,5,2017-01-07 21:17:46
4,不错,56,0,j***q,,0,5,2017-01-10 11:55:24
4,不错 用着挺好 挺暖和 比浴霸要暖和  放到浴室也不占地方,56,0,j***f,,0,5,2016-11-23 09:23:24
2,已经试过，很好用，升温特别快，从此宝宝告别游泳馆了?,62,0,9***m,,0,5,2017-01-14 19:46:10
4,用了很久了，没有出现塑料异味，暖风风力也大，质量真心可以,62,0,j***v,江苏,0,5,2016-12-09 21:07:26
4,很暖和,62,0,y***b,山西,0,5,2017-01-13 14:15:23
0,制热效果不错，临近年关快递师傅辛苦了,105,0,日***8,山东,0,5,2017-01-13 17:10:44
2,暖风很足，使用安全方便，赞一个,62,0,1***p,,0,5,2016-12-12 08:49:16
2,只能说东西太给力了，昨天才下单今天就收到了，而且效果特别好，寝室特别暖和,62,0,h***1,四川,0,5,2017-01-14 18:01:08
2,值得推荐的一款，小巧的外型，强大的功能，速热而且非常的暖和,61,0,1***8,河北,0,5,2017-01-12 09:32:00
4,神器，但愿不容易坏,56,0,攞***哥,,0,5,2017-01-10 19:27:41
0,挺美观，噪音可以接受，用来热脚的,105,0,夏***熊,上海,0,5,2017-01-01 21:19:45
4,物流依然是非常给力！货物包装挺满意的，保护到位，开箱后看到产品的设计还是挺好看的，外观优雅。通电简单看了一下，暖风很快就送出来了，至于IPX3级别的防水，还需要观察一下。,61,0,2***r,广东,2,5,2017-01-14 19:45:34
4,还行，没想象中那么热！风也不是太大！,62,0,皮***W,湖北,0,5,2017-01-10 01:12:13
2,好用,56,0,j***s,,0,5,2016-11-28 09:00:51
4,好,105,0,1***9,,0,5,2017-01-15 09:42:41
0,感觉还可以,62,0,z***6,重庆,0,5,2016-12-12 18:48:16
2,效果感觉不明显，不是很有热度！,62,0,杨***丶,,0,3,2017-01-14 13:12:11
4,不错，暖风吹出来暖暖的，宝宝洗澡很好！,56,0,j***f,,0,5,2017-01-13 00:30:40
4,收到了。一直没来回复。今天又再买一台。还不错,62,0,j***d,广东,0,5,2016-12-27 11:04:46
4,还可以,56,0,j***l,四川,1,5,2017-01-14 22:21:50
4,不错，没有想到这么小一个面积出风还是很强大的。?,62,0,y***8,上海,0,5,2017-01-13 01:37:53
4,0090092456896544,105,0,陌***客,四川,0,5,2017-01-02 17:26:39
4,刚到货。现在正好用上，很好挺暖和的值得买。,62,0,j***l,广东,0,5,2017-01-13 08:03:06
4,低档都挺烫的，风口方向不能调,61,0,夏***提,,0,5,2016-10-25 15:56:12
0,宝宝还有一周出生，囤货中。。。。,62,0,默***着,河南,0,5,2016-11-30 13:00:35
4,低档都挺烫的，风口方向能调就好了,61,0,夏***提,,0,5,2016-12-26 21:31:14
4,非常好用，用了蛮久才来评价的，不错制热效果很好,62,0,j***k,,0,5,2016-12-06 08:31:20
4,暖风机不错,105,0,r***3,,0,5,2017-01-14 22:34:28
4,不错的东西，快递一送到就用了。现在暖风在呼呼的吹着,61,0,j***3,,0,5,2017-01-13 11:47:42
4,美的就是好，没噪音。。。,62,0,d***6,吉林,0,5,2017-01-12 11:23:47
4,可以，加热快，不错哦。,105,0,d***8,贵州,0,5,2017-01-12 10:38:04
4,一次不错的购物，加热挺快，很适合家庭用。,61,0,j***a,,0,5,2017-01-08 10:17:44
4,好就一个字,61,0,j***3,,0,5,2017-01-08 22:30:21
2,暖气来的不快，一个房间20平方，不够暖，一般吧,61,0,小小希雯,,0,5,2016-11-02 18:15:14
2,还不错，初次使用有点味道，浴室保暖够用了。,62,0,Q***l,北京,0,4,2017-01-11 22:06:24
4,物美价廉质量很好，假如能再便宜点就好了,105,0,心***胖,,0,5,2017-01-12 14:19:58
2,小东西不占地方，热的也很快，不错！,105,0,s***y,江苏,0,5,2016-11-30 09:54:10
2,超好！老婆暖脚。温度超棒,105,0,Q***则,,0,5,2016-12-27 22:30:01
4,非常好，给小孩换尿不湿用的,105,0,j***8,江苏,0,5,2017-01-05 12:49:16
4,活动买的，很实惠很给力。哈哈哈,62,0,水***安,,0,5,2017-01-14 22:15:17
3,刚到没用，，，，，，，，，，,62,0,chaikeer,广东,0,5,2017-01-14 11:18:23
4,宝贝不错，买的东西多，统一好评。暖暖的很贴心。,105,0,兰***紫,青海,0,5,2017-01-14 22:46:57
4,正品，很好，很快，送货快,105,0,y***e,江苏,0,5,2016-11-18 17:19:35
4,暖得快，又小巧玲珑，方便携带,105,0,W***7,广东,0,5,2016-12-12 23:49:49
4,用着挺暖和的,56,0,j***b,,0,5,2016-11-10 21:50:51
2,不错，好用。物流也快,62,0,j***7,江苏,0,5,2016-11-24 13:00:55
2,已经到货，试用了下，加热还有点塑料味，另外声音挺大，其他还好，等后续再评价,61,0,r***o,上海,0,5,2017-01-14 18:48:42
4,没有想像中的那样烂，机器外壳没有明显的裂缝，把手那里尽量不要吹着，气味就在开始时比较浓，之后就没有了，暖气的话一个卫生间几平方，几分钟就暖起来了,105,0,守***月,广东,0,5,2017-01-03 07:01:57
4,南方的冬天难熬，有了电暖气要舒服好多了的。目前用着还不错，制热效果挺快、挺稳定。,105,0,小***4,四川,0,5,2017-01-14 16:46:58
4,还不错，继续使用。。。。。。。,62,0,臭***7,北京,0,5,2016-11-11 00:20:49
2,风很大很热，防水没试过，取暖很有效,62,0,j***y,河南,0,5,2016-11-25 15:00:27
2,快递小哥好评,62,0,零***岁,北京,0,5,2017-01-11 15:05:55
2,一直在用这个牌子的，很不错。,62,0,j***3,天津,0,5,2016-10-31 19:11:52
2,看起来还不错，还没有用，朋友推荐应该不错！,62,0,章***泽,江苏,0,5,2017-01-11 22:01:56
4,非常好，暖热快，好好好好好好,62,0,j***4,江苏,0,5,2016-12-22 21:01:51
21,超赞的快递哥,61,0,q***Q,,0,5,2017-01-14 18:23:10
4,质量不错，很好,56,0,h***V,,0,5,2017-01-12 13:48:09
4,很快就热了，不占地方，就是到了一定温度就会自动关闭,105,0,y***4,,0,5,2016-11-11 12:19:36
2,1000000000字,56,0,J***n,,0,5,2017-01-11 22:54:12
2,东西挺好，每天洗澡都要开，很暖和，也防水！,62,0,m***p,山西,0,5,2016-12-13 00:00:34
4,可以热得比较快,61,0,j***i,,0,5,2016-12-10 06:42:12
4,很不错喔 非常的满意 觉得这钱花的挺值的,62,0,j***9,湖北,0,5,2017-01-11 22:01:34
4,[皱眉],62,0,j***4,,0,5,2016-12-29 21:32:50
2,东西不错，挺暖和,62,0,若***人,江苏,0,5,2017-01-12 19:41:57
2,范围小,62,0,饶***g,,0,5,2017-01-14 22:22:16
2,非常快，试用一下,62,0,n***n,,0,5,2017-01-14 16:15:41
2,非常好,62,0,冰***蝎,,0,5,2016-11-11 03:01:16
4,满意，防水的，可以浴室用，送给客户的！,61,0,p***5,,0,5,2017-01-11 09:49:14
4,用了好久才来评价的，品质不错，用起来很暖和。,105,0,j***3,四川,0,5,2016-12-24 11:22:56
0,kkkkkkkkkkkkkkkkkkkkkkkkkkkkk,62,0,z***o,广东,0,4,2016-12-30 13:49:16
4,外观很好看，比较小巧，就是声音再小点就好了,61,0,j***h,,0,5,2017-01-11 23:42:48
4,质量不错，体积小了些，应该在大点。,62,0,j***d,陕西,0,5,2016-11-23 10:23:29
4,好美家庭幸福快乐快乐快乐快乐快乐,62,0,j***d,广东,0,5,2016-12-23 21:19:11
2,还可以,105,0,唱***狼,上海,0,5,2017-01-09 15:24:16
4,刚开始用的时候有股塑料味，总体还好,61,0,j***d,浙江,0,5,2017-01-12 20:24:35
0,东西可以,62,0,g***3,,0,4,2017-01-01 13:29:51
4,很不错的一次够物体验,61,0,w***c,山西,0,5,2017-01-11 22:04:24
21,物流速度快，包装完美，相信美的。,61,0,Q***h,,0,5,2017-01-13 15:31:25
2,很实用,62,0,W***9,广东,0,5,2017-01-10 07:58:42
4,出热风很快！东西不错！挺适合浴室使用！而且性价比高！,62,0,j***b,福建,0,5,2017-01-13 11:06:38
4,东西不大，热风出来很快。在浴室里不直吹时升温效果一般。,105,0,k***g,广西,0,5,2016-12-30 14:21:48
4,还不错,62,0,正***杀,云南,0,5,2017-01-05 10:35:39
2,就是每次开的时候有点小异味，其他的都很好，房间一下子就暖和了，不错,62,0,l***0,广东,0,5,2017-01-02 10:13:18
4,"这小东西挺好用,就是不知道是否耐用,安全不安全,这物流也太快啦,昨天下午订单今天就收到啦/",56,0,j***5,,0,5,2017-01-12 15:46:41
4,发货好快,105,0,j***2,浙江,0,5,2017-01-07 21:07:45
2,别人介绍的，配合加湿器一起用更好,62,0,m***n,广东,0,5,2016-11-23 20:42:08
2,"好用,升温快",61,0,l***9,四川,0,5,2016-11-11 21:52:44
4,效果很好,62,0,吃***睡,广东,0,5,2017-01-06 15:19:57
4,这款很好，收到东西就开始用了，制热很好这款很不错????好评好评，还会来订,61,0,D***l,,1,5,2016-11-09 20:01:04
4,很好,56,0,j***y,,0,5,2016-11-02 21:34:06
2,特别好，很暖和很方便 赞赞赞,105,0,j***1,江西,0,5,2016-12-12 09:56:33
2,特别好，很暖和很方便 赞赞赞,105,0,j***1,江西,0,5,2017-01-08 19:44:05
4,非常好，而且没有塑料臭味，买给老人家洗澡的时候用的，说是很暖和很好用，想买的赶快下手吧！,105,0,九***样,广西,0,5,2017-01-08 12:44:56
4,略微热了点，不能调风的温度很可惜,62,0,A***纸,四川,0,4,2016-12-12 23:57:56
4,挺暖和，非常不错,62,0,j***0,,0,5,2016-12-20 17:22:58
2,包装完好，配送快，制热效果非常棒，安装方便,61,0,l***2,,0,5,2017-01-13 19:01:08
2,浴室新宠，对于用坏了好几个一体式浴霸的人来说，这个便宜暖和又可爱，喜欢！,56,0,x***9,,0,5,2017-01-13 20:31:44
2,可以可以可以可以可以,105,0,放***3,江苏,0,5,2016-12-08 21:04:54
4,出风很好制热快，挺好用的哦,61,0,谦***5,,0,5,2016-11-15 22:59:22
2,质量好，静音，散热也不错。,105,0,j***v,,0,5,2017-01-12 09:32:51
2,值得推荐哦，性价比超高,105,0,x***鱼,重庆,0,5,2016-11-25 09:47:39
4,产品很好,61,0,书***y,辽宁,0,5,2016-12-12 23:12:27
0,好用，简单方便,56,0,苏***9,,0,5,2016-11-26 13:20:28
2,不错,61,0,j***u,,0,5,2017-01-13 21:03:36
2,加热真的很快！出风也大！家里老人洗澡冷，自从买了这台机器，再也不用担心爸爸妈妈奶奶洗澡冷的问题了！特别棒！,62,0,7***m,江苏,0,5,2017-01-04 22:15:53
4,加热速度快，好评。,62,0,h***x,江苏,0,5,2017-01-12 11:36:23
2,还好，挺好用的，物有所值。,62,0,你***雄,,0,5,2016-12-18 12:09:49
4,相当好，比旧的那个样子漂亮，也很静,61,0,j***m,广东,0,5,2017-01-13 16:40:31
2,很好！！！！！！！！,105,0,L***D,,0,5,2016-11-30 09:27:41
0,很热，制热效果好，风力也很大。,105,0,l***1,,0,5,2017-01-04 18:44:06
2,挺好的,61,0,1***p,,0,5,2016-11-11 11:21:45
2,同事买了个美的牌子的塔式暖风机，热风效果实在是好，所以也买了这款挂壁的放在浴室用。这个效果果然很好，浴室本身不大，用了这个再冷也不怕了。,105,0,水***媒,上海,0,5,2016-12-14 15:44:33
4,东西不错,61,0,j***5,,0,5,2016-11-13 20:36:08
4,很暖和，实用,62,0,d***n,北京,0,5,2016-12-31 16:54:49
2,不错，一会儿就热了。,105,0,j***2,甘肃,0,5,2017-01-10 17:41:49
21,不错，洗澡的时候必须得用，要不太冷了！赞,56,0,t***i,,0,5,2016-11-11 20:18:03
2,小巧美观，安装使用方便，升温快，安装在浴室尤其合适。不足之处就是运转声音稍显大了点。,61,0,j***山,湖南,0,5,2017-01-12 15:09:57
21,东西很好。很实惠,56,0,L***E,,0,5,2016-12-22 23:22:11
4,个人感觉制热效果差的一米,61,0,昔***家,,0,5,2016-11-11 00:01:36
2,妥妥的,56,0,j***k,,0,5,2017-01-06 10:59:31
4,给一百分,56,0,j***c,,0,5,2017-01-13 15:44:50
4,冬天，放浴室里洗澡用的，暖暖的，这个冬天洗澡不怕冷,62,0,9***m,江苏,0,5,2016-11-09 10:16:13
4,还可以。。。。。。。。。。。,62,0,p***u,福建,0,5,2017-01-12 21:49:12
2,好好好好好,62,0,j***4,广东,0,5,2016-11-26 13:34:26
2,已在使用中，挺好的！！！！！！,62,0,j***1,浙江,0,5,2016-12-26 12:23:33
4,东西试了一下，还不错，下次还会来,61,0,j***z,,0,5,2017-01-07 16:10:17
4,朋友介绍的据说很好用的,105,0,h***5,,0,5,2017-01-12 19:11:30
4,挺好的,62,0,a***0,北京,0,5,2017-01-03 20:34:29
4,好东西,62,0,1***p,,0,5,2016-12-14 21:24:19
4,质量好，服务好。值得买！,56,0,z***6,,0,5,2017-01-14 09:52:53
21,打开看了试用一下觉得还不错,56,0,j***n,,0,5,2016-12-12 22:49:20
22,取暖器非常好用，物流很快,62,0,l***8,,0,5,2016-12-12 15:04:09
4,！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,62,0,j***4,北京,0,5,2017-01-03 22:12:32
2,挺好,62,0,紫***c,,0,5,2017-01-12 19:30:09
4,热风来的很快，宝宝洗澡用起来很好，没有空调也不怕冬天洗澡感冒了，赞一个,61,0,一***一,,0,5,2016-11-11 07:11:46
2,不错,61,0,j***f,,0,5,2016-12-15 22:48:32
4,越买越感觉不亏，质量不错，,61,0,n***D,,0,5,2016-10-16 18:49:04
2,买来给宝宝洗澡在浴室用的，热的很快，造型小巧，方便收纳，挺好的。,61,0,C***年,江苏,0,5,2016-12-07 13:04:46
0,京东快递很给力！送货准时！东西不错，好用！,62,0,j***v,,0,5,2016-12-31 21:40:42
4,头天买的，第二天就送到家了，快递师傅服务态度很好，很好用,105,0,1***u,,0,5,2017-01-12 21:11:58
2,挺不错，很好用～,61,0,f***1,贵州,0,5,2016-12-29 15:47:03
4,一如既往的好用。已经买了第三个了。,62,0,云***包,,0,5,2017-01-05 19:31:31
0,风力太小了  是真的太小了  还不如一千八百瓦的吹风机啊  我都想退换一个风大的,61,0,农夫山泉明哥,湖南,0,4,2016-12-25 23:16:29
2,不错，声音不大,61,0,j***3,广东,0,5,2016-11-27 23:42:20
0,外观小巧，制热快，空间不大的环境用着很好,105,0,m***e,四川,0,5,2017-01-09 21:50:44
4,?,61,0,r***1,上海,0,5,2016-11-11 22:05:02
0,外观很小巧，方便携带，使用简单,56,0,y***8,,0,5,2017-01-06 12:28:11
4,好,62,0,j***2,广东,0,5,2016-12-18 18:40:57
2,好好,61,0,j***y,,0,5,2016-11-27 14:10:42
4,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好看,61,0,j***c,广东,0,5,2016-12-20 14:37:43
2,效果很好不耗电升温很快,105,0,j***r,四川,0,5,2017-01-09 02:37:14
4,电热器还行,61,0,j***1,广东,0,5,2016-11-11 12:37:38
4,还行就是制热有点慢,62,0,3***钰,,0,5,2016-11-25 15:49:56
4,知道评论有京豆以后，我就复制了这段文字，评哪儿贴哪儿，很方便！一直喜欢在京东买东西，感觉京东还是挺好的，信任京东，希望越做越好！,105,0,小***夜,辽宁,0,5,2016-11-30 22:47:58
2,很棒，送货很快,61,0,Z***笑,,0,5,2017-01-12 10:15:20
2,挺好的，洗澡的时候开着就不冷了。南方的冬天洗澡没热气太冷了。京东速度超快的，从下单到收货不到24小时。,61,0,y***0,广东,0,5,2016-12-28 20:06:59
0,送货速度，东西不错,105,0,C***5,上海,0,5,2017-01-09 00:09:54
2,还不错?，做工好，暖风舒服，就是略小一点,62,0,a***o,浙江,0,5,2016-12-28 21:00:02
4,还不错，挺好的，收货也挺快,62,0,御***书,北京,0,5,2016-12-12 08:43:47
4,美的挺好的   刚到货   用了来评价,105,0,4***耀,,0,5,2017-01-13 19:02:39
0,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhssssssss,105,0,f***b,,0,5,2017-01-13 13:24:35
2,热得快，免安装，缺点就是声音比较大，开的低档还能听到呼呼的风声,61,0,i***g,广东,0,4,2017-01-11 22:42:44
4,好！,61,0,j***3,,0,5,2017-01-11 15:27:18
4,很快，早上订下午到,56,0,华***村,浙江,0,5,2017-01-11 08:21:29
2,孩子洗澡屋里热质量可以^_^,61,0,j***q,山东,0,5,2016-12-09 14:15:41
2,买它主要是体型小，价廉物美。热效率一般，需要迅速冷暖、或者房子面积大的朋友可能需要慎重考虑。,105,0,j***d,山东,0,5,2017-01-06 16:27:39
2,一般，不是非常热,105,0,s***s,浙江,0,5,2017-01-11 22:26:22
2,很好，质量棒棒的,56,0,伊***C,河北,0,5,2016-10-20 17:04:40
2,不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错,105,0,J***K,,0,5,2016-12-20 22:11:14
2,不错的宝贝用着不错。 热得快,62,0,h***8,,0,5,2016-12-24 22:54:28
4,晚上十点多买的，第二天就到了，速度超快。宝贝也挺不错的，很精致，拿在手上也很有分量。京东品质，值得信赖。,62,0,j***5,,0,5,2017-01-11 22:29:41
2,好,105,0,杨***胖,江苏,0,5,2017-01-06 21:10:53
4,可以,61,0,j***i,北京,0,5,2016-12-15 10:16:41
2,其他都好，就是一点对客服强烈的不满，下了订票发现地址错了，马上联系客服更改地址。结果货到后也没改。这客服不知是什么工作态度！极度的不满！！！,62,0,j***o,,0,5,2017-01-12 09:04:07
4,蛮快的，包装很严，还不错,56,0,j***g,,0,5,2017-01-08 19:05:33
4,物流很快，暖风机质量可以，唯一的不足是风不够热，暖风照射范围小。,62,0,j***2,广西,0,5,2017-01-12 20:20:15
2,天气没那么冷的话，还是挺暖和的。,105,0,t***3,广东,0,5,2017-01-12 20:54:40
4,瞬间暖风，不错不错,105,0,i***l,上海,0,5,2016-12-29 20:50:19
4,给宝宝洗澡?用的希望好用啊,105,0,川***月,,0,5,2017-01-12 09:04:01
2,风力有点小但是质量不错赞一下,61,0,幻***雨,广东,0,5,2017-01-09 13:43:57
